city,admin_name,country
Saint Helier,,Jersey
Mamoudzou,,Mayotte
Majuro,Majuro,Marshall Islands
Douglas,,Isle Of Man
George Town,,Cayman Islands
Victoria,Mont Buxton,Seychelles
Kingstown,Saint George,Saint Vincent and the Grenadines
Andorra la Vella,Andorra la Vella,Andorra
Saint John’s,Saint John,Antigua and Barbuda
Nuku‘alofa,Tongatapu,Tonga
Nuuk,Sermersooq,Greenland
Belmopan,Cayo,Belize
Roseau,Saint George,Dominica
Basseterre,Saint George Basseterre,Saint Kitts and Nevis
Tórshavn,Tórshavn,Faroe Islands
Road Town,,British Virgin Islands
Pago Pago,,American Samoa
Grand Turk,,Turks and Caicos Islands
Marigot,,Saint Martin
Palikir,Pohnpei,Federated States of Micronesia
Funafuti,Funafuti,Tuvalu
Vaduz,Vaduz,Liechtenstein
Lobamba,Hhohho,Swaziland
Avarua,,Cook Islands
Saint George’s,Saint George,Grenada
San Marino,San Marino Città,San Marino
Tifariti,Laâyoune-Sakia El Hamra,Morocco
Philipsburg,,Sint Maarten
Capitol Hill,,Northern Mariana Islands
Stanley,,Falkland Islands (Islas Malvinas)
Hamilton,Hamilton,Bermuda
Vatican City,,Vatican City
Alofi,,Niue
Basse-Terre,,Guadeloupe
Hagåtña,,Guam
Jamestown,Saint Helena,"Saint Helena, Ascension, and Tristan da Cunha"
Brades,Saint Peter,Montserrat
Yaren,Yaren,Nauru
Gustavia,,Saint Barthelemy
Ngerulmud,Melekeok,Palau
Saint-Pierre,,Saint Pierre and Miquelon
The Valley,,Anguilla
Mata-Utu,Uvea,Wallis and Futuna
Kingston,,Norfolk Island
Longyearbyen,,Svalbard
Adamstown,,Pitcairn Islands
Flying Fish Cove,,Christmas Island
King Edward Point,,South Georgia And South Sandwich Islands
Bareilly,Uttar Pradesh,India
Quảng Hà,Quảng Nam,Vietnam
Domaa-Ahenkro,Bono,Ghana
Oklahoma City,Oklahoma,United States
Xingcheng,Guangdong,China
Dongtai,Jiangsu,China
Yingcheng,Guangdong,China
Chiba,Chiba,Japan
Al Mijlad,West Kordofan,Sudan
Pekanbaru,Riau,Indonesia
Luocheng,Guangdong,China
Dnipro,Dnipropetrovska Oblast,Ukraine
Danyang,Jiangsu,China
Godē,Sumalē,Ethiopia
Natal,Amazonas,Brazil
Nada,Hainan,China
Zamboanga City,Zamboanga,Philippines
Kirkuk,Karkūk,Iraq
Bridgeport,Connecticut,United States
Naples,Campania,Italy
Wuchuan,Guangdong,China
Huilong,Jiangsu,China
Morelia,Michoacán,Mexico
Málaga,Andalusia,Spain
Cebu City,Cebu,Philippines
Al Manşūrah,Ad Daqahlīyah,Egypt
Coimbatore,Tamil Nādu,India
Santo Domingo Este,Ozama,Dominican Republic
Setagaya,Tōkyō,Japan
Sŏngnam,Gyeonggi,South Korea
Taishan,Guangdong,China
Teresina,Piauí,Brazil
Solāpur,Mahārāshtra,India
Tangier,Tanger-Tétouan-Al Hoceïma,Morocco
Kermānshāh,Kermānshāh,Iran
Krasnodar,Krasnodarskiy Kray,Russia
Baidoa,Bay,Somalia
Gaalkacyo,Mudug,Somalia
Anqiu,Shandong,China
Feicheng,Shandong,China
Seberang Jaya,Pulau Pinang,Malaysia
El Alto,La Paz,Bolivia
Kitakyūshū,Fukuoka,Japan
Meishan,Henan,China
Khartoum North,Khartoum,Sudan
Kisangani,Tshopo,Congo (Kinshasa)
Aguascalientes,Aguascalientes,Mexico
Marrakech,Marrakech-Safi,Morocco
Donetsk,Donetska Oblast,Ukraine
Trujillo,La Libertad,Peru
New Orleans,Louisiana,United States
Taihe,Sichuan,China
Trichinopoly,Tamil Nādu,India
Xin’an,Jiangsu,China
Taihecun,Heilongjiang,China
Kashgar,Xinjiang,China
Naucalpan de Juárez,México,Mexico
Çankaya,Ankara,Turkey
Santiago de Cuba,Santiago de Cuba,Cuba
Owerri,Imo,Nigeria
Padang,Sumatera Barat,Indonesia
Qingzhou,Shandong,China
Lichuan,Hubei,China
Santiago del Estero,Santiago del Estero,Argentina
Daye,Hubei,China
Hengzhou,Guangxi,China
Fort Worth,Texas,United States
Hartford,Connecticut,United States
Esenyurt,İstanbul,Turkey
Campo Grande,Mato Grosso do Sul,Brazil
Zhuanghe,Liaoning,China
Bobo-Dioulasso,Hauts-Bassins,Burkina Faso
Ad Dammām,Ash Sharqīyah,Saudi Arabia
Quzhou,Zhejiang,China
Lhasa,Tibet,China
Jiaozhou,Shandong,China
Bunia,Ituri,Congo (Kinshasa)
Taguig City,Taguig,Philippines
Cancún,Quintana Roo,Mexico
Mérida,Yucatán,Mexico
Yangchun,Guangdong,China
Dengtalu,Henan,China
Morādābād,Uttar Pradesh,India
Antipolo,Rizal,Philippines
Abeokuta,Ogun,Nigeria
Bucheon,Gyeonggi,South Korea
Zhoushan,Zhejiang,China
Tiruppūr,Tamil Nādu,India
Natal,Rio Grande do Norte,Brazil
Chihuahua,Chihuahua,Mexico
Klang,Selangor,Malaysia
As Sulaymānīyah,As Sulaymānīyah,Iraq
Gurgaon,Haryāna,India
Turin,Piedmont,Italy
Tucson,Arizona,United States
Hai’an,Jiangsu,China
Ar Ramādī,Al Anbār,Iraq
Laiyang,Shandong,China
Sale,Rabat-Salé-Kénitra,Morocco
Jalandhar,Punjab,India
Marseille,Provence-Alpes-Côte d’Azur,France
Bucaramanga,Santander,Colombia
Kaifeng Chengguanzhen,Henan,China
Ikeja,Lagos,Nigeria
Eskişehir,Eskişehir,Turkey
Saltillo,Coahuila,Mexico
Gaomi,Shandong,China
Liverpool,Liverpool,United Kingdom
Ipoh,Perak,Malaysia
Oran,Oran,Algeria
Portsmouth,Portsmouth,United Kingdom
Southampton,Southampton,United Kingdom
Hermosillo,Sonora,Mexico
Cochabamba,Cochabamba,Bolivia
Weichanglu,Shandong,China
Shache,Xinjiang,China
Wuxi,Hunan,China
Leping,Jiangxi,China
Hailun,Heilongjiang,China
Macheng,Hubei,China
Akure,Ondo,Nigeria
Ilorin,Kwara,Nigeria
Yuci,Shanxi,China
Saratov,Saratovskaya Oblast’,Russia
Erbil,Arbīl,Iraq
Iguaçu,Rio de Janeiro,Brazil
Pasig City,Pasig,Philippines
Dehui,Jilin,China
Kālkāji Devi,Delhi,India
Bhubaneshwar,Odisha,India
Honolulu,Hawaii,United States
Tongchuan,Shaanxi,China
Cheongju,Chungbuk,South Korea
Chengxiang,Jiangsu,China
Thessaloníki,Kentrikí Makedonía,Greece
Warri,Delta,Nigeria
Sakai,Ōsaka,Japan
Pointe-Noire,Pointe-Noire,Congo (Brazzaville)
Rongjiawan,Hunan,China
Mediouna,Casablanca-Settat,Morocco
Butterworth,Pulau Pinang,Malaysia
Renqiu,Hebei,China
Xindi,Hubei,China
Bhayandar,Mahārāshtra,India
Wu’an,Hebei,China
São Bernardo do Campo,São Paulo,Brazil
Māndvi,Mahārāshtra,India
Barinas,Barinas,Venezuela
Zijinglu,Henan,China
Gaoyou,Jiangsu,China
Culiacán,Sinaloa,Mexico
Hejian,Hebei,China
Yiyang,Hunan,China
Puxi,Henan,China
Androtsy,Toliara,Madagascar
McAllen,Texas,United States
Qingping,Henan,China
Omaha,Nebraska,United States
João Pessoa,Paraíba,Brazil
Dongyang,Zhejiang,China
Querétaro,Querétaro,Mexico
Kraków,Małopolskie,Poland
George Town,Pulau Pinang,Malaysia
Abaeté,Minas Gerais,Brazil
Palermo,Huila,Colombia
Valencia,Valencia,Spain
Xigazê,Tibet,China
El Paso,Texas,United States
Seyhan,Adana,Turkey
Niigata,Niigata,Japan
Hempstead,New York,United States
Leeds,Leeds,United Kingdom
Hamamatsu,Shizuoka,Japan
Bağcılar,İstanbul,Turkey
Xiangxiang,Hunan,China
Bilbao,Basque Country,Spain
Chaohucun,Anhui,China
Fuyang,Zhejiang,China
Homs,Ḩimş,Syria
Küçükçekmece,İstanbul,Turkey
Lubango,Huíla,Angola
Zouping,Shandong,China
Khŭjand,Sughd,Tajikistan
San Luis Potosí,San Luis Potosí,Mexico
Nottingham,Nottingham,United Kingdom
Cencheng,Guangxi,China
Dali,Yunnan,China
Hamhŭng,Hamnam,North Korea
Korla,Xinjiang,China
Rājshāhi,Rājshāhi,Bangladesh
Erzurum,Erzurum,Turkey
Frankfurt,Hesse,Germany
Al ‘Ayn,Abū Z̧aby,United Arab Emirates
Songzi,Hubei,China
Albuquerque,New Mexico,United States
Patiāla,Punjab,India
Laixi,Shandong,China
Bahawalpur,Punjab,Pakistan
Zhongba,Sichuan,China
Kaduna,Kaduna,Nigeria
Qingnian,Shandong,China
San Pedro Sula,Cortés,Honduras
Qamdo,Tibet,China
Xinhualu,Henan,China
Nerima,Tōkyō,Japan
Guangshui,Hubei,China
Pietermaritzburg,KwaZulu-Natal,South Africa
Baardheere,Gedo,Somalia
Tlajomulco de Zúñiga,Jalisco,Mexico
Samarinda,Kalimantan Timur,Indonesia
Changhua,Changhua,Taiwan
Sizhan,Ningxia,China
Ciudad Guayana,Bolívar,Venezuela
Cúcuta,Norte de Santander,Colombia
Dhūlia,Mahārāshtra,India
Burco,Togdheer,Somalia
Licheng,Jiangsu,China
Ōta-ku,Tōkyō,Japan
Thiruvananthapuram,Kerala,India
Tyumen,Tyumenskaya Oblast’,Russia
Nampula,Nampula,Mozambique
Zaporizhzhia,Zaporizka Oblast,Ukraine
Kyaukse,Mandalay,Myanmar
Chengguan,Henan,China
Kumamoto,Kumamoto,Japan
Nehe,Heilongjiang,China
Osogbo,Osun,Nigeria
Cabinda,Cabinda,Angola
Kermān,Kermān,Iran
Zunhua,Hebei,China
Rochester,New York,United States
Valenzuela,Valenzuela,Philippines
Orūmīyeh,Āz̄arbāyjān-e Gharbī,Iran
Wugang,Hunan,China
Shuangqiao,Henan,China
Tshikapa,Kasaï,Congo (Kinshasa)
São José dos Campos,São Paulo,Brazil
Comodoro Rivadavia,Chubut,Argentina
Cagayan de Oro,Cagayan de Oro,Philippines
Tondo,Manila,Philippines
Langzhong,Sichuan,China
Qian’an,Hebei,China
Lviv,Lvivska Oblast,Ukraine
Sarasota,Florida,United States
Reynosa,Tamaulipas,Mexico
Santo André,São Paulo,Brazil
An Najaf,An Najaf,Iraq
Sagamihara,Kanagawa,Japan
Guli,Zhejiang,China
Mississauga,Ontario,Canada
Concepción,Biobío,Chile
Okayama,Okayama,Japan
Anlu,Hubei,China
Mwanza,Mwanza,Tanzania
Fresno,California,United States
Changsha,Guangdong,China
Torreón,Coahuila,Mexico
Shihezi,Xinjiang,China
Enugu,Enugu,Nigeria
Jaboatão,Pernambuco,Brazil
Tulsa,Oklahoma,United States
Yanggok,Gyeonggi,South Korea
Yatou,Shandong,China
Edogawa,Chiba,Japan
Allentown,Pennsylvania,United States
Ribeirão Prêto,São Paulo,Brazil
Xichang,Sichuan,China
Latakia,Al Lādhiqīyah,Syria
Bhiwandi,Mahārāshtra,India
City of Parañaque,Parañaque,Philippines
Dasmariñas,Cavite,Philippines
Dayton,Ohio,United States
Sahāranpur,Uttar Pradesh,India
Warangal,Andhra Pradesh,India
Soledad,Atlántico,Colombia
Osasco,São Paulo,Brazil
Dashiqiao,Liaoning,China
Birmingham,Alabama,United States
Nampo,Namp’o,North Korea
Shiliguri,West Bengal,India
Banjarmasin,Kalimantan Selatan,Indonesia
Sha Tin,,Hong Kong
Salem,Tamil Nādu,India
General Santos,General Santos,Philippines
Cocody,Abidjan,Côte d'Ivoire
Ḩamāh,Ḩamāh,Syria
Pendik,İstanbul,Turkey
Bacoor,Cavite,Philippines
Vellore,Tamil Nādu,India
Shishi,Fujian,China
Guadalupe,Nuevo León,Mexico
Adachi,Tōkyō,Japan
Qianxi,Guizhou,China
Tolyatti,Samarskaya Oblast’,Russia
Macau,,Macau
Bauchi,Bauchi,Nigeria
Hamilton,Ontario,Canada
Łódź,Łódzkie,Poland
Miluo Chengguanzhen,Hunan,China
Gaizhou,Liaoning,China
Karbalā’,Karbalā’,Iraq
Leling,Shandong,China
Jianshe,Henan,China
Shizuoka,Shizuoka,Japan
Charleston,South Carolina,United States
Jingcheng,Jiangsu,China
Kochi,Kerala,India
Mar del Plata,Buenos Aires,Argentina
Cape Coral,Florida,United States
Tasikmalaya,Jawa Barat,Indonesia
Rasht,Gīlān,Iran
Xinmin,Liaoning,China
Shanhu,Zhejiang,China
Zhongshu,Guizhou,China
Gorakhpur,Uttar Pradesh,India
Zaragoza,Aragon,Spain
Wrocław,Dolnośląskie,Poland
Acapulco de Juárez,Guerrero,Mexico
Bahār,Hamadān,Iran
Kumul,Xinjiang,China
Murcia,Murcia,Spain
Pinghu,Zhejiang,China
Palermo,Sicilia,Italy
Guankou,Sichuan,China
Tlaquepaque,Jalisco,Mexico
Songyang,Henan,China
Ch’ŏngjin,Hambuk,North Korea
Puyang Chengguanzhen,Henan,China
Qionghu,Hunan,China
Zhaodong,Heilongjiang,China
Narela,Delhi,India
Huambo,Huambo,Angola
Wenchang,Anhui,China
Villavicencio,Meta,Colombia
Shulan,Jilin,China
Tlalnepantla,México,Mexico
Catia La Mar,La Guaira,Venezuela
Sargodha,Punjab,Pakistan
Al Hufūf,Ash Sharqīyah,Saudi Arabia
Durango,Durango,Mexico
Jalingo,Taraba,Nigeria
Bouaké,Vallée du Bandama,Côte d'Ivoire
Mazatlán,Sinaloa,Mexico
San Jose del Monte,Bulacan,Philippines
Ansan,Gyeonggi,South Korea
Abomey-Calavi,Atlantique,Benin
Lingbao Chengguanzhen,Henan,China
Hwasu-dong,Gyeonggi,South Korea
Sialkot City,Punjab,Pakistan
Huế,Thừa Thiên-Huế,Vietnam
Bulawayo,Bulawayo,Zimbabwe
Xiping,Yunnan,China
Sanhe,Hebei,China
Ch’ŏnan,Chungnam,South Korea
Contagem,Minas Gerais,Brazil
Jieshou,Anhui,China
Selçuklu,Konya,Turkey
Ērer Sātā,Sumalē,Ethiopia
Honchō,Chiba,Japan
Düsseldorf,North Rhine-Westphalia,Germany
Izhevsk,Udmurtiya,Russia
Guntūr,Andhra Pradesh,India
Guixi,Jiangxi,China
Sorocaba,São Paulo,Brazil
Yıldırım,Bursa,Turkey
Petaling Jaya,Selangor,Malaysia
Tengyue,Yunnan,China
Wuxue,Hubei,China
Rasūlpur,Uttar Pradesh,India
Bhāvnagar,Gujarāt,India
Brahmapur,Odisha,India
Qufu,Shandong,China
Gaobeidian,Hebei,China
Ruiming,Jiangxi,China
Columbia,South Carolina,United States
Concord,California,United States
Noida,Uttar Pradesh,India
Gold Coast,Queensland,Australia
Xinshi,Hubei,China
Ta‘izz,Ta‘izz,Yemen
Aracaju,Sergipe,Brazil
Jeonju,Jeonbuk,South Korea
Bhāngar,West Bengal,India
Jin’e,Sichuan,China
Barnaul,Altayskiy Kray,Russia
Makati City,Makati,Philippines
Rotterdam,Zuid-Holland,Netherlands
Changping,Beijing,China
Benghazi,Banghāzī,Libya
Kryvyi Rih,Dnipropetrovska Oblast,Ukraine
Ḩalwān,Al Qāhirah,Egypt
Colorado Springs,Colorado,United States
Suohe,Henan,China
Chimalhuacán,México,Mexico
Xinxing,Liaoning,China
Bhilai,Chhattīsgarh,India
Mangalore,Karnātaka,India
Port-Bouët,Abidjan,Côte d'Ivoire
Zhuangyuan,Shandong,China
Glasgow,Glasgow City,United Kingdom
Namangan,Namangan,Uzbekistan
Ulyanovsk,Ul’yanovskaya Oblast’,Russia
Tân An,Hồ Chí Minh,Vietnam
Irkutsk,Irkutskaya Oblast’,Russia
Bhilai,Chhattīsgarh,India
Nāgercoil,Tamil Nādu,India
Jos,Plateau,Nigeria
Pontianak,Kalimantan Barat,Indonesia
Bazhou,Hebei,China
Turpan,Xinjiang,China
Villa Nueva,Guatemala,Guatemala
Las Piñas City,Las Piñas,Philippines
Springfield,Massachusetts,United States
Knoxville,Tennessee,United States
Meihekou,Jilin,China
Jurong,Jiangsu,China
Feira de Santana,Bahia,Brazil
Khabarovsk,Khabarovskiy Kray,Russia
Zhugang,Zhejiang,China
Leipzig,Saxony,Germany
Xinji,Hebei,China
Serang,Banten,Indonesia
Jambi,Jambi,Indonesia
Kandahār,Kandahār,Afghanistan
San Miguel de Tucumán,Tucumán,Argentina
Gothenburg,Västra Götaland,Sweden
Yaroslavl,Yaroslavskaya Oblast’,Russia
Baton Rouge,Louisiana,United States
Zhangshu,Jiangxi,China
Vladivostok,Primorskiy Kray,Russia
Ogden,Utah,United States
Kuantan,Pahang,Malaysia
Raurkela,Odisha,India
Cuttack,Odisha,India
Ar Rayyān,Ar Rayyān,Qatar
Haifa,Haifa,Israel
Malanje,Malanje,Angola
Bacolod,Bacolod,Philippines
Zhuozhou,Hebei,China
Grand Rapids,Michigan,United States
Uberlândia,Minas Gerais,Brazil
Albany,New York,United States
Tianchang,Anhui,China
Kawaguchi,Saitama,Japan
Itabashi,Tōkyō,Japan
Suginami-ku,Tōkyō,Japan
Cimahi,Jawa Barat,Indonesia
Tuxtla,Chiapas,Mexico
Garoua,Nord,Cameroon
Ḩafr al Bāţin,Ash Sharqīyah,Saudi Arabia
Tumkūr,Karnātaka,India
Balikpapan,Kalimantan Timur,Indonesia
Durban,KwaZulu-Natal,South Africa
Kagoshima,Kagoshima,Japan
Al Ḩillah,Ar Riyāḑ,Saudi Arabia
Makhachkala,Dagestan,Russia
Sihui,Guangdong,China
Irapuato,Guanajuato,Mexico
Brampton,Ontario,Canada
Luocheng,Sichuan,China
Mbale,Mbale,Uganda
Pereira,Risaralda,Colombia
Bakersfield,California,United States
Uvira,Sud-Kivu,Congo (Kinshasa)
Dortmund,North Rhine-Westphalia,Germany
Chuxiong,Yunnan,China
Mission Viejo,California,United States
Zāhedān,Sīstān va Balūchestān,Iran
New Haven,Connecticut,United States
Shah Alam,Selangor,Malaysia
Wenlan,Yunnan,China
Cuiabá,Mato Grosso,Brazil
Shangzhi,Heilongjiang,China
Essen,North Rhine-Westphalia,Germany
Botou,Hebei,China
Mymensingh,Mymensingh,Bangladesh
Anyang,Gyeonggi,South Korea
Genoa,Liguria,Italy
Durgāpur,West Bengal,India
Port Sudan,Red Sea,Sudan
Al Mafraq,Al Mafraq,Jordan
Puente Alto,Región Metropolitana,Chile
Dehra Dūn,Uttarākhand,India
Aţ Ţā’if,Makkah al Mukarramah,Saudi Arabia
Wancheng,Hainan,China
Hachiōji,Tōkyō,Japan
Xiulin,Hubei,China
Fu’an,Fujian,China
Tomsk,Tomskaya Oblast’,Russia
Tonalá,Jalisco,Mexico
Juiz de Fora,Minas Gerais,Brazil
Worcester,Massachusetts,United States
Kolwezi,Lualaba,Congo (Kinshasa)
Chāpra,Bihār,India
Bristol,"Bristol, City of",United Kingdom
Luofeng,Shandong,China
Lingyuan,Liaoning,China
Irbid,Irbid,Jordan
Al Maḩallah al Kubrá,Al Gharbīyah,Egypt
Wencheng,Hainan,China
Bremen,Bremen,Germany
Ciudad Bolívar,Bolívar,Venezuela
Orenburg,Orenburgskaya Oblast’,Russia
Shenzhou,Hebei,China
Āsansol,West Bengal,India
Kuiju,Shandong,China
Zhenzhou,Jiangsu,China
Surakarta,Jawa Tengah,Indonesia
Dresden,Saxony,Germany
Kolhāpur,Mahārāshtra,India
Benguela,Benguela,Angola
Ensenada,Baja California,Mexico
Kemerovo,Kemerovskaya Oblast’,Russia
Lanxi,Zhejiang,China
Dangyang,Hubei,China
Farīdpur,Dhaka,Bangladesh
Herāt,Herāt,Afghanistan
Luanzhou,Hebei,China
Hamadān,Hamadān,Iran
Novokuznetsk,Kemerovskaya Oblast’,Russia
Nellore,Andhra Pradesh,India
Palma,Balearic Islands,Spain
Chiclayo,Lambayeque,Peru
Nānded,Mahārāshtra,India
Ajmer,Rājasthān,India
Al Ḩudaydah,Al Ḩudaydah,Yemen
Kimhae,Gyeongnam,South Korea
Provo,Utah,United States
Rustenburg,North West,South Africa
Amrāvati,Mahārāshtra,India
Poznań,Wielkopolskie,Poland
Huanghua,Hebei,China
Muntinlupa City,Muntinlupa,Philippines
Londrina,Paraná,Brazil
Nansana,Wakiso,Uganda
Tabūk,Tabūk,Saudi Arabia
Heroica Matamoros,Tamaulipas,Mexico
Akron,Ohio,United States
Samarkand,Samarqand,Uzbekistan
Xingcheng,Liaoning,China
Kaiyuan,Liaoning,China
Hannover,Lower Saxony,Germany
Valledupar,Cesar,Colombia
Fengcheng,Liaoning,China
Ixtapaluca,México,Mexico
Ghulja,Xinjiang,China
City of Calamba,Laguna,Philippines
Ananindeua,Pará,Brazil
Xiangyang,Shaanxi,China
Fuding,Fujian,China
An Nāşirīyah,Dhī Qār,Iraq
Al Ḩillah,Bābil,Iraq
Ibagué,Tolima,Colombia
Ryazan,Ryazanskaya Oblast’,Russia
Kassala,Kassala,Sudan
Tripoli,Liban-Nord,Lebanon
Chang’an,Hunan,China
Kōtō-ku,Tōkyō,Japan
Naberezhnyye Chelny,Tatarstan,Russia
Aksu,Xinjiang,China
Salta,Salta,Argentina
Astrakhan,Astrakhanskaya Oblast’,Russia
Gulbarga,Karnātaka,India
Cadaado,Galguduud,Somalia
Lyon,Auvergne-Rhône-Alpes,France
Wuhai,Inner Mongolia,China
Mingguang,Anhui,China
Antwerp,Flanders,Belgium
Yazd,Yazd,Iran
Touba,Diourbel,Senegal
Ardabīl,Ardabīl,Iran
Bīkaner,Rājasthān,India
Agartala,Tripura,India
Ndola,Copperbelt,Zambia
Himeji,Hyōgo,Japan
Palm Bay,Florida,United States
Tultitlán de Mariano Escobedo,México,Mexico
Ailan Mubage,Xinjiang,China
Bandar ‘Abbās,Hormozgān,Iran
Bắc Ninh,Bắc Ninh,Vietnam
Ciudad Apodaca,Nuevo León,Mexico
Santa Teresa del Tuy,Miranda,Venezuela
Maipú,Región Metropolitana,Chile
Penza,Penzenskaya Oblast’,Russia
Soacha,Cundinamarca,Colombia
Al Qaţīf,Ash Sharqīyah,Saudi Arabia
Port Said,Būr Sa‘īd,Egypt
Loni,Uttar Pradesh,India
Yucheng,Shandong,China
Sevastopol,"Sevastopol, Misto",Ukraine
Meknès,Fès-Meknès,Morocco
Mixco,Guatemala,Guatemala
Arāk,Markazī,Iran
Pohang,Gyeongbuk,South Korea
Longzhou,Hubei,China
Anda,Heilongjiang,China
Jinghong,Yunnan,China
Sheffield,Sheffield,United Kingdom
Utsunomiya,Tochigi,Japan
Suez,As Suways,Egypt
Nuremberg,Bavaria,Germany
Surrey,British Columbia,Canada
Heshan,Guangdong,China
Ujjain,Madhya Pradesh,India
Jiaji,Hainan,China
Santa Marta,Magdalena,Colombia
Joinvile,Santa Catarina,Brazil
Beining,Liaoning,China
Des Moines,Iowa,United States
Hải Dương,Hải Dương,Vietnam
Carrefour,Ouest,Haiti
Maturín,Monagas,Venezuela
Homyel’,Homyel’skaya Voblasts’,Belarus
Leicester,Leicester,United Kingdom
Yanji,Jilin,China
Macapá,Amapá,Brazil
Yicheng,Hubei,China
Ulhāsnagar,Mahārāshtra,India
Al ‘Āshir min Ramaḑān,Ash Sharqīyah,Egypt
Lipetsk,Lipetskaya Oblast’,Russia
Al ‘Amārah,Maysān,Iraq
Bhīlwāra,Rājasthān,India
Encheng,Guangdong,China
Murrieta,California,United States
Aden,‘Adan,Yemen
Kitwe,Copperbelt,Zambia
Matsuyama,Ehime,Japan
Jhānsi,Uttar Pradesh,India
Pingtung,Pingtung,Taiwan
Lapu-Lapu City,Lapu-Lapu,Philippines
Matsudo,Chiba,Japan
Montería,Córdoba,Colombia
Ichikawa,Chiba,Japan
Nagqu,Tibet,China
Imus,Cavite,Philippines
Hsinchu,Hsinchu,Taiwan
Kimberley,Northern Cape,South Africa
Jammu,Jammu and Kashmīr,India
Belas,Luanda,Angola
Talatona,Luanda,Angola
Ile-Ife,Osun,Nigeria
Purnea,Bihār,India
Kirov,Kirovskaya Oblast’,Russia
Mykolaiv,Mykolaivska Oblast,Ukraine
Meicheng,Anhui,China
Tinnevelly,Tamil Nādu,India
Niterói,Rio de Janeiro,Brazil
Farāh,Farāh,Afghanistan
Sukkur,Sindh,Pakistan
Oujda-Angad,Oriental,Morocco
Taozhou,Anhui,China
Marka,Shabeellaha Hoose,Somalia
Higashi-ōsaka,Ōsaka,Japan
Johor Bahru,Johor,Malaysia
Hongjiang,Hunan,China
Bello,Antioquia,Colombia
Chimbote,Ancash,Peru
Duisburg,North Rhine-Westphalia,Germany
Qaraghandy,,Kazakhstan
Mesa,Arizona,United States
Toulouse,Occitanie,France
Likasi,Haut-Katanga,Congo (Kinshasa)
Dengtacun,Liaoning,China
Lembok,Nusa Tenggara Barat,Indonesia
Zhijiang,Hubei,China
Chengjiao,Henan,China
Beipiao,Liaoning,China
Suoluntun,Jilin,China
Staten Island,New York,United States
Kota Bharu,Kelantan,Malaysia
Ciudad López Mateos,México,Mexico
Celaya,Guanajuato,Mexico
Vinh,Nghệ An,Vietnam
Duyun,Guizhou,China
Los Mochis,Sinaloa,Mexico
‘Ajmān,‘Ajmān,United Arab Emirates
Nyala,South Darfur,Sudan
Larkana,Sindh,Pakistan
Wichita,Kansas,United States
Nishinomiya-hama,Hyōgo,Japan
Cheboksary,Chuvashiya,Russia
Yuanping,Shanxi,China
Toledo,Ohio,United States
Yueqing,Zhejiang,China
Edinburgh,"Edinburgh, City of",United Kingdom
Belgaum,Karnātaka,India
Tula,Tul’skaya Oblast’,Russia
Gdańsk,Pomorskie,Poland
Shahe,Hebei,China
Serra,Espírito Santo,Brazil
Brookhaven,New York,United States
Gaoping,Shanxi,China
Dunhua,Jilin,China
Az Zarqā’,Az Zarqā’,Jordan
Sylhet,Sylhet,Bangladesh
Kaihua,Yunnan,China
Caerdydd,Cardiff,United Kingdom
Jāmnagar,Gujarāt,India
Fuyuan,Heilongjiang,China
Gaya,Bihār,India
Florianópolis,Santa Catarina,Brazil
Chiniot,Punjab,Pakistan
Jiannan,Sichuan,China
Ōita,Ōita,Japan
Berbera,Woqooyi Galbeed,Somalia
Kaliningrad,Kaliningradskaya Oblast’,Russia
Mbeya,Mbeya,Tanzania
Nangong,Hebei,China
Ambattūr,Tamil Nādu,India
Katlehong,Gauteng,South Africa
Kurashiki,Okayama,Japan
Barura,Chattogram,Bangladesh
San Juan,San Juan,Argentina
Vila Velha,Espírito Santo,Brazil
Mazār-e Sharīf,Balkh,Afghanistan
Shekhupura,Punjab,Pakistan
Worthing,West Sussex,United Kingdom
Piura,Piura,Peru
Mandaluyong City,Mandaluyong,Philippines
Kartal,İstanbul,Turkey
Jiaojiangcun,Zhejiang,China
Harrisburg,Pennsylvania,United States
Laohekou,Hubei,China
Kâğıthane,İstanbul,Turkey
Agege,Lagos,Nigeria
Angeles City,Angeles,Philippines
São José do Rio Prêto,São Paulo,Brazil
Pasay City,Pasay,Philippines
Beian,Heilongjiang,China
Fujin,Heilongjiang,China
Salt Lake City,West Bengal,India
Balashikha,Moskovskaya Oblast’,Russia
Xiaoyi,Shanxi,China
Port St. Lucie,Florida,United States
Lanús,Buenos Aires,Argentina
Qingzhen,Guizhou,China
Jiangshan,Zhejiang,China
Ba‘qūbah,Diyālá,Iraq
Katsushika-ku,Tōkyō,Japan
Buraydah,Al Qaşīm,Saudi Arabia
Longjiang,Zhejiang,China
Tân Uyên,Bình Dương,Vietnam
Long Beach,California,United States
Marikina City,Marikina,Philippines
Manado,Sulawesi Utara,Indonesia
Campos,Rio de Janeiro,Brazil
Kanazawa,Ishikawa,Japan
Iloilo,Iloilo,Philippines
Reno,Nevada,United States
Calabar,Cross River,Nigeria
Kuqa,Xinjiang,China
Piraeus,Attikí,Greece
Madison,Wisconsin,United States
Jalgaon,Mahārāshtra,India
Cranbourne,Victoria,Australia
Kowloon City,,Hong Kong
Mauá,São Paulo,Brazil
Fukuyama,Hiroshima,Japan
Xicheng,Yunnan,China
Kikwit,Kwilu,Congo (Kinshasa)
Amagasaki,Hyōgo,Japan
Pyeongtaek,Gyeonggi,South Korea
